name,name_en,railway,ele,operator_t,layer,addr_full,addr_city,source,name_hi,name_ta,osm_id,osm_type,geometry
Gursahaiganj,Gursahaiganj,station,,,,,,,गुरसहायगंज,,1151878895,nodes,POINT (79.7334274 27.1180386)
Sonai,,station,,,,,,,,,2191651595,nodes,POINT (77.8775637 27.5710298)
Sheikhupur,,station,,,,,,bing,,,4790770124,nodes,POINT (79.0976378 28.0031816)
Shahbaznagar,,station,,,,,,bing,शाहबाजनगर,,4808526217,nodes,POINT (79.887197 27.9224151)
Mandhana Junction,,station,,,,,,,,,4963729306,nodes,POINT (80.2227554 26.5570563)
Rawatpur,,station,,,,,,,,,4963731089,nodes,POINT (80.2982095 26.4832496)
Soron Shukar Kshetra,,station,,,,,,bing,,,10244318584,nodes,POINT (78.7492334 27.883766)
Kartauli,,station,,,,,,,,,10244914922,nodes,POINT (79.2486145 28.1712702)
Shukarullahpur,,station,,,,,,,,,10245025580,nodes,POINT (79.4697105 27.449096)
Kaimganj,,station,,,,,,,,,10245025581,nodes,POINT (79.3272648 27.5409268)
Ballupur,,station,,,,,,,,,10245025582,nodes,POINT (79.1416624 27.5871748)
Narthar,,station,,,,,,,,,10245025583,nodes,POINT (79.0229694 27.6322655)
Patiali,,station,,,,,,,,,10245025584,nodes,POINT (78.9839974 27.6841812)
Raigadh Road,,station,,,,,,,,,566240551,nodes,POINT (73.1840575 23.5972352)
Deen Dayal Upadhyaya Junction,,station,,,,,,,पं. दीन दयाल उपाध्याय जंक्शन,,2669094333,nodes,POINT (83.1207396 25.2803918)
Viravada,,station,,,,,,,,,6564544989,nodes,POINT (73.0793729 23.6131307)
Chaura BH,,station,,,,,,,,,10250348550,nodes,POINT (86.2932915 24.9085509)
Mira Bigha,,station,,,,,,,,,10249837916,nodes,POINT (84.9877896 25.1307038)
Nadaon,,station,,,,,,,,,10249837921,nodes,POINT (84.0180287 25.5670572)
Katari,,station,,,,,,,,,10249818274,nodes,POINT (85.2687879 24.9996026)
Khudaganj Bazar,,station,,,,,,,,,10249818275,nodes,POINT (85.2238201 25.0841483)
Taregna,,station,,,,,,,,,10249837919,nodes,POINT (85.0371858 25.3537065)
Nadwan,,station,,,,,,,,,10249837920,nodes,POINT (85.0657314 25.3963985)
Junction Area (Rajkot),,station,,,,,,,,,12101715857,nodes,POINT (70.8026141 22.3127424)
Devarapalli,,station,,,,,,,,,389475284,nodes,POINT (77.5119477 13.7232336)
Tanakallu,,station,,,,,,,,,735126601,nodes,POINT (78.2010448 13.9224901)
Kalasamudram,,station,,,,,,,,,2967124105,nodes,POINT (78.0988501 14.2178279)
Oddarahalli,,station,,,,,,,,,5303386568,nodes,POINT (77.5411191 13.3460589)
Ahiran,,station,,,,,,,,,8999700625,nodes,POINT (88.0416132 24.5188681)
Chegro,,station,,,,,,,,,10249737154,nodes,POINT (86.0241229 24.0226318)
Tokisud,,station,,,,,,,,,10249737155,nodes,POINT (85.2389484 23.6785488)
Mangra,,station,,,,,,,,,10249737157,nodes,POINT (84.1170807 23.885159)
Chianki,,station,,,,,,,,,10249737158,nodes,POINT (84.1118686 23.9780377)
Kajri,,station,,,,,,,,,10249737159,nodes,POINT (84.0667961 24.1252375)
Tolra,,station,,,,,,,,,10249737161,nodes,POINT (83.928362 24.1802512)
Jogidih,,station,,,,,,,,,10249737162,nodes,POINT (83.0527713 24.2764011)
Sonbhadra,,station,,,,,,,,,10249737163,nodes,POINT (83.0775378 24.6858125)
Jangipur Road,,station,,,,,,,,,2876872514,nodes,POINT (88.0412873 24.4591111)
Nimtita,,station,,,,,,,,,1403968473,nodes,POINT (88.0095609 24.6238351)
Duliajan,,station,,,,,,,,,12102228019,nodes,POINT (95.30665 27.3673631)
Muirpur Road,,station,,,,,,,,,10249341949,nodes,POINT (83.0942537 24.2059607)
Karwandia,,station,,,,,,,,,10249341950,nodes,POINT (84.0919771 24.950416)
Khurmabad,,station,,,,,,,,,10249341955,nodes,POINT (83.9460757 24.9774377)
Muthani,,station,,,,,,,,,10249341956,nodes,POINT (83.6617357 25.1420141)
Mangalwar Peth,,station,,,,,,,,,7944584974,nodes,POINT (73.8654426 18.5300875)
Diviti Palli,,station,,,,,,,,,2789178471,nodes,POINT (78.0845041 16.7412476)
Karnasubarna,,station,,,,,,,,,1624608744,nodes,POINT (88.1780455 24.0269592)
Khagraghat Road,,station,,,,,,,,,1624608938,nodes,POINT (88.2265089 24.1065971)
Mohanbari,,station,,,,,,,,,1133640343,nodes,POINT (95.0191465 27.4570405)
Gurli Ramgarhwa,,station,,,,,,,,,10245309096,nodes,POINT (83.7800186 27.1850347)
Sidhauna Rampur,,station,,,,,,,,,10245319625,nodes,POINT (83.1407614 25.5224038)
Chilkahar,,station,,,,,,,,,10245319632,nodes,POINT (83.9647918 25.8271001)
Sanwara,,station,,,,,,,,,10245319633,nodes,POINT (83.9203434 25.8419163)
Gharaunda,,station,,,,,,,,,345195615,nodes,POINT (76.9653774 29.5408768)
Karsindhu,,station,,,,,,,,,1682140689,nodes,POINT (76.7312921 29.3912906)
Samalkha,,station,,,,,,,,,1999318064,nodes,POINT (77.0032892 29.2415096)
Ramna,,station,,,,,,,,,10245596939,nodes,POINT (83.6063529 24.2396797)
Katra,,station,,,,,,,,,10245309094,nodes,POINT (82.20438 26.8440453)
Pirumadara,,station,,,,,,,,,10245356181,nodes,POINT (79.0603924 29.3378368)
Tajpur Dehma,,station,,,,,,,,,10245319626,nodes,POINT (83.9302755 25.728162)
Saheri,,station,,,,,,,,,10245319629,nodes,POINT (83.4563602 25.5608292)
Rajmalpur Road,,station,,,,,,,,,10245319631,nodes,POINT (83.788921 25.8934492)
Dighwa Dubauli,,station,,,,,,,,,2163414777,nodes,POINT (84.7430871 26.2662863)
Julana,,station,,,,,,,,,1950940599,nodes,POINT (76.3955066 29.1211687)
Madlauda,,station,,,,,,,,,2650054075,nodes,POINT (76.8100252 29.400038)
Mundlana,,station,,,,,,,,,2663623460,nodes,POINT (76.7577587 29.2121977)
Naultha,,station,,,,,,,,,2663623464,nodes,POINT (76.8861683 29.315768)
Ghosi,,station,,,,,,,,,10245025588,nodes,POINT (83.544774 26.119395)
Kopaganj,,station,,,,,,,,,10245025589,nodes,POINT (83.572315 26.0242748)
Kadagaravalli,,station,,,,,,,,,707126938,nodes,POINT (75.696014 12.8380375)
Sakleshpur,,station,,,,,,,,,1672987435,nodes,POINT (75.7789505 12.9453765)
Nohar,,station,,,,,,,,,1834544165,nodes,POINT (74.7743423 29.1922355)
Dholipal,,station,,,,,,,,,1939878680,nodes,POINT (74.2519151 29.7607102)
Alur,,station,,,,,,,,,4855254016,nodes,POINT (76.0004054 12.9817317)
Akkihebbalu,,station,,,,,,,,,6084177172,nodes,POINT (76.3782747 12.6254482)
Yedamangala,,station,,,,,,,,,6087271292,nodes,POINT (75.4432909 12.7149897)
Shrirangapattana,,station,,,,,,,,ஸ்ரீரங்கப்பட்டணம்,666623896,nodes,POINT (76.6778732 12.4241441)
Dornahalli,,station,,,,,,,,,6084067653,nodes,POINT (76.4248931 12.4330533)
Dohna,,station,,,,,,bing,,,10244276761,nodes,POINT (79.4384654 28.4558062)
Atamanda,Atamanda,station,,,,,,,,,10242251184,nodes,POINT (79.463553 28.5643825)
Aliganj,,station,,,,,,,,,10244276739,nodes,POINT (78.9197646 29.1142623)
Padiya Nagla,,station,,,,,,,,,10244276741,nodes,POINT (78.9024609 29.0727708)
Jalpur,,station,,,,,,,,,10244276746,nodes,POINT (78.8588303 28.9950477)
Sehal,,station,,,,,,,,,10244276752,nodes,POINT (78.8229381 28.8943737)
Dabtara,,station,,,,,,,,,8999686391,nodes,POINT (79.0007836 28.3645956)
Reoti Bahora Khera,,station,,,,,,,,,10244262976,nodes,POINT (79.1178892 28.3144858)
Karengi,,station,,,,,,,,,10244262977,nodes,POINT (79.0510891 28.3431841)
Rawat Ganj,,station,,,,,,,,,10243221996,nodes,POINT (83.2860341 26.9565877)
Jhamat,,station,,,,,,,,,10243221998,nodes,POINT (83.3439602 27.2054946)
Bartara,,station,,,,,,,,,10244170333,nodes,POINT (80.0242716 27.8291486)
Parsehra Mal,,station,,,,,,,,,10244170339,nodes,POINT (80.7298095 27.7218365)
Bhurjiha Baragn,,station,,,,,,,,,10244170340,nodes,POINT (80.7254619 27.6318316)
Ramalpur,,station,,,,,,,,,10244170342,nodes,POINT (80.9065345 27.5383618)
Munda Gopal Ashram,,station,,,,,,,,,10244170346,nodes,POINT (81.1332138 27.2634959)
Pipraich,,station,,,,,,,,,746435562,nodes,POINT (83.53576 26.8280867)
Kasturi,,station,,,,,,bing,,,10244001411,nodes,POINT (81.7519007 27.1407595)
Sher,,station,,,,,,,,,10243365034,nodes,POINT (84.6161566 26.3559494)
Banni Mahamman Patti,,station,,,,,,,,,10243365036,nodes,POINT (84.7776509 25.8899707)
Lakshmiganj,,station,,,,,,,,,10243373046,nodes,POINT (83.7826383 26.9302585)
,,station,,,,,,,,,6147826351,nodes,POINT (83.3787989 27.2540543)
Purandarpur,,station,,,,,,,,,10243221999,nodes,POINT (83.328783 27.1842693)
Lehra,,station,,,,,,,,,10243222000,nodes,POINT (83.2284212 27.1685671)
Kauriaa Jungle,,station,,,,,,,,,10243254720,nodes,POINT (83.301889 26.8771857)
Hempur Ismail,,station,,,,,,,,,10242251187,nodes,POINT (78.9967587 29.1754153)
Saragaon Deori,,station,,,,,,,सारागांव देवरी,,7185233149,nodes,POINT (82.7423585 22.0208239)
Sandai,,station,,,,,,,,,10242289055,nodes,POINT (80.0058311 28.569098)
Mighauna,Mighauna,station,,,,,,,,,10242289057,nodes,POINT (79.8293089 28.2366465)
Chitrakut Dham Karwi,,station,,,,,,,,,1169502956,nodes,POINT (80.9236326 25.2173874)
Champa Junction,,station,,,,,,,चाँपा जंक्शन,,1342615534,nodes,POINT (82.6652117 22.0348235)
Gurudijhatia,,station,,,,,,,,,6817553942,nodes,POINT (85.8336049 20.5694362)
Gauriganj,,station,,,,,,,,,1151332839,nodes,POINT (81.6856692 26.2040212)
Tala,,station,,,,,,,,,5244225850,nodes,POINT (88.3784257 22.6063508)
Dharmapuri,,station,,,,,,,,தர்மபுரி,358800211,nodes,POINT (78.154221 12.1258613)
Radhikapur,,station,,,,,,,राधिकापुर,,806505956,nodes,POINT (88.4477934 25.6431157)
Bishrampur,,station,,,,,,,,,910781039,nodes,POINT (82.9827661 23.1791342)
Nagbhir (NG),,station,,,,,,,,,1177090602,nodes,POINT (79.7001776 20.5802171)
Sindewahi,,station,,,,,,,,,1177092560,nodes,POINT (79.6698255 20.2966832)
Rajoli,,station,,,,,,,,,1177114444,nodes,POINT (79.6885035 20.1891203)
Chanda Fort,,station,,,,,,,,,1177114540,nodes,POINT (79.3126355 19.9402881)
Mallarpur,,station,,,,,,,,,1437820351,nodes,POINT (87.725269 24.0776247)
Saoner Junction,,station,,,,,,,,,1471841717,nodes,POINT (78.9264484 21.3877213)
Raiganj,,station,,,,,,,,,1472108344,nodes,POINT (88.1290332 25.6187179)
Bobbili Junction,,station,,,,,,,,,1491590450,nodes,POINT (83.3460539 18.5764158)
Kendujhargarh,,station,,,,,,,,,1494045318,nodes,POINT (85.6266109 21.6604642)
Naranpur,,station,,,,,,,,,1494045319,nodes,POINT (85.6372317 21.6171438)
Gobarwahi,,station,,,,,,,,,1678603004,nodes,POINT (79.7230923 21.5145756)
Barsuan,,station,390,,,,,,बरसुवान,,1724876897,nodes,POINT (85.1194765 21.8445103)
Lakhanwara,,station,,,,,,,,,1730967602,nodes,POINT (79.8738276 21.7851242)
Saongi,,station,,,,,,,,,1730967730,nodes,POINT (79.9980079 21.7968548)
Nathnagar,,station,,,,,Bhagalpur,,,,1761870943,nodes,POINT (86.9351114 25.2365668)
Banka,,station,,,,,,,,,1774700943,nodes,POINT (86.912574 24.8668529)
Dhauni,,station,,,,,,,,,1774707835,nodes,POINT (86.9938385 25.0105155)
Simultala,,station,,,,,,,,,1774866460,nodes,POINT (86.542006 24.7140735)
Bariarpur,,station,,,,,,,,,1775412368,nodes,POINT (86.575343 25.2807992)
Sausar,,station,,,,,,,,,2049090453,nodes,POINT (78.8024603 21.6585741)
Dighori Buzurg,,station,,,,,,,,,2081283867,nodes,POINT (79.2307301 21.1090118)
Bodwad,,station,,,,,,,,,2126142358,nodes,POINT (76.0174431 20.9034659)
Parvatipuram,,station,,,,,,,,,2522658673,nodes,POINT (83.427157 18.769903)
Parvatipuram Town,,station,,,,,,,,,2522658689,nodes,POINT (83.4341385 18.7846443)
Sonada,,station,,,,,,,,,2575577639,nodes,POINT (88.2736701 26.9607773)
Surajpur Road,,station,,,,,,,,,2679232966,nodes,POINT (82.8805112 23.2895462)
Kumhar Maranga,,station,,,,,,bing,,,2699885176,nodes,POINT (81.9466099 19.0349304)
Nonihat Bhaturia,,station,,,,,,,,,2825289739,nodes,POINT (87.1423404 24.4766677)
Salkaroad,,station,,,,,,,,,3098756316,nodes,POINT (82.0104048 22.3661846)
Jamgaon,,station,,,,,,,,,3664195350,nodes,POINT (80.19791 22.4188607)
Gangatola,,station,,,,,,,गंगाटोला,,3668421749,nodes,POINT (79.9948167 22.4049129)
Siduli,,station,,,,,,,,,3764202915,nodes,POINT (87.2115752 23.6484833)
Ishan Chandi Halt,,station,,,,,,"existing data, indiarailinfo.com",,,3766862669,nodes,POINT (87.7389694 23.3342448)
Dhachna,,station,36,,,,,,,,3887623673,nodes,POINT (87.9664635 25.6552299)
Talodhi Road,,station,,,,,,,,,4337934315,nodes,POINT (79.7365689 20.4539097)
Tolewahi,,station,,,,,,,,,4337973068,nodes,POINT (79.6046475 20.0166304)
Kelzar,,station,,,,,,,,,4337976426,nodes,POINT (79.5671047 19.9840778)
Dhulabari,,station,,,,,,,धुलाबाड़ी,,4944476042,nodes,POINT (88.2058794 26.3103712)
Chattar Hat,,station,,,,,,bing,चटेर हाट,,4945691804,nodes,POINT (88.3237769 26.5490773)
Hatwar,,station,,,,,,bing,हटवार,,4971142747,nodes,POINT (87.8928892 26.0442455)
Kalmitar,,station,,,,,,,,,5071576281,nodes,POINT (82.0577055 22.2347891)
Godbhaga,,station,,,,,,,,,5724753864,nodes,POINT (83.8575495 21.4168236)
Cossimbazar,,station,,,,,,,,,5768071649,nodes,POINT (88.2675118 24.1198859)
Sargachhi,,station,,,,,,,,,5768071672,nodes,POINT (88.2443693 24.0181577)
Dhanauri,,station,,,,,,,,,5768131966,nodes,POINT (86.1631769 25.1713205)
Gulapalyamu,,station,,,,,,,,,6070718853,nodes,POINT (77.3997392 15.0869384)
Kargi Road,,station,,,,,,,,,6093176806,nodes,POINT (82.0265105 22.2975646)
Belgahna,,station,,,,,,,,,6093176807,nodes,POINT (82.0324464 22.4312407)
Khodri,,station,,,,,,,,,6233102790,nodes,POINT (81.9352037 22.6655365)
Bhanwar Tonk,,station,,,,,,,,,6233102791,nodes,POINT (81.8972075 22.6083135)
Khongsara,,station,,,,,,,,,6233102792,nodes,POINT (81.9347048 22.5512946)
Tenganmada,,station,,,,,,,,,6233102807,nodes,POINT (81.9955534 22.5075864)
Ghutku,,station,,,,,,,,,6233102987,nodes,POINT (82.0860431 22.1665362)
Jaithari,,station,,,,,,,,,6233149221,nodes,POINT (81.7967319 23.0449154)
Nigaura,,station,,,,,,,,,6233149222,nodes,POINT (81.8674511 22.9886493)
Junagarh Road,,station,,,,,,,,,6622856153,nodes,POINT (82.9467452 19.8738436)
Kapri Kheda,,station,,,,,,,,,6658598602,nodes,POINT (79.1184683 21.2687954)
Uslapur,,station,,,,,,,,,6856545949,nodes,POINT (82.1123716 22.1022936)
Bethuadahari,,station,,,,,,,,,7630622650,nodes,POINT (88.3845209 23.6112685)
Barala,,station,,,,,,,,,7656201710,nodes,POINT (88.16174 24.2659911)
Azimganj City,,station,,,,,,,,,7656201793,nodes,POINT (88.2553411 24.2398354)
Dhamdhamia,,station,,,,,,,,,7724618024,nodes,POINT (87.7622008 24.9539282)
Sagardighi,,station,,,,,,,,,7725464321,nodes,POINT (88.0932015 24.290875)
Kendrapara,,station,,,,,,,,,7797784684,nodes,POINT (86.4120016 20.4962185)
Marshaghai Road,,station,,,,,,,,,7797873097,nodes,POINT (86.4670479 20.4512264)
Pinargaria,,station,,,,,,,,,7884720720,nodes,POINT (87.6423692 24.2110551)
Munger Train Station,,station,,,,,,,,,8042823442,nodes,POINT (86.4643002 25.3866702)
Kaliyaganj,,station,,,,,,,कालियागंज,,8049625415,nodes,POINT (88.3276278 25.6390135)
Chhota Ambana,,station,,,,,,,,,720609910,nodes,POINT (86.5725675 23.7620902)
Ranipatra,,station,,,,,,bing,रानीपतरा,,760305360,nodes,POINT (87.5150592 25.7279517)
Meenapur,,station,38,,,,,,,,760305414,nodes,POINT (87.8029346 25.6139181)
Sabaur,,station,,,,,Bhagalpur,,,,760360282,nodes,POINT (87.045967 25.2385199)
Ratanpur,,station,,,,,,,,,760403003,nodes,POINT (86.5421536 25.3143027)
Dasharathpur,,station,,,,,,,,,760403063,nodes,POINT (86.465179 25.2652374)
Bhimgara Junction,,station,,,,,,,,,794148320,nodes,POINT (87.2845081 23.73821)
Barabanki Junction,,station,,,,,,,,,797804991,nodes,POINT (87.0190123 23.7430259)
Nagbhir Junction,,station,,,,,,,,,910549188,nodes,POINT (79.7002469 20.5799582)
Kotma,,station,,,,,,,,,910651690,nodes,POINT (81.9791065 23.2026932)
Hamiltonganj,,station,,,,,,,,,1132322353,nodes,POINT (89.4209718 26.6888466)
New Baneswar,,station,,,,,,,,,1132417096,nodes,POINT (89.5105789 26.3945597)
Murtajapur (NG),,station,,,,,,,,,1168846572,nodes,POINT (77.3545864 20.7370947)
Murtajapur,,station,,,,,,,,,1168846584,nodes,POINT (77.3552754 20.7364495)
Sultanganj,,station,,,,,Sultanganj,,,,1312298745,nodes,POINT (86.7349906 25.2414966)
Dilli Dewan Ganj,,station,,,,,,,दिल्ली दीवान गंज,,1313338432,nodes,POINT (87.7786264 25.4328829)
Labha,,station,,,,,,,लाभा,,1313338473,nodes,POINT (87.7445945 25.4398132)
Rautara,,station,,,,,,,,,1313338869,nodes,POINT (87.5288484 25.6653469)
Rupnarayanpur,,station,,,,,,,,,1327778117,nodes,POINT (86.8862592 23.8190716)
Burhar,,station,,,,,,,,,1339609871,nodes,POINT (81.5285687 23.2126936)
Mandla Fort,,station,,,,,,,,,1348539070,nodes,POINT (80.355496 22.5838579)
Nainpur Junction,,station,,,,,,,,,1356179443,nodes,POINT (80.1094709 22.4258293)
Samnapur,,station,,,,,,,,,1356179743,nodes,POINT (80.1564209 21.9418764)
Charghat Pipari,,station,,,,,,,,,1356363525,nodes,POINT (79.9237256 23.0381586)
Araria Court,,station,,,,,,,अररिया कोर्,,1359838289,nodes,POINT (87.4472844 26.1148216)
Akola Junction,,station,,,,,,,,,1596307445,nodes,POINT (77.0056241 20.7241686)
Gazole,,station,,,,,,,,,1865957942,nodes,POINT (88.1979859 25.2248498)
Chinpai,,station,,,,,,,,,1867173129,nodes,POINT (87.4351023 23.8267721)
Jorai,,station,,,,,,,,,1880367938,nodes,POINT (89.8044461 26.4549337)
Muniguda,,station,,,,,,,,,2048762143,nodes,POINT (83.4887531 19.627061)
Doikallu,,station,,,,,,,,,2048762183,nodes,POINT (83.4848525 19.7412274)
Jama,,station,,,,,,,,,2083731555,nodes,POINT (87.1531775 24.3424993)
Gumada,,station,,,,,,,,,2522598010,nodes,POINT (83.4575223 18.8876224)
Komatipalli,,station,,,,,,,,,2522658270,nodes,POINT (83.3413968 18.3811039)
Bhiwapur,,station,,,,,,,,,2907527637,nodes,POINT (79.5116593 20.7697169)
Bishanpur Halt,,station,,,,,,,,,3885962490,nodes,POINT (87.7425276 25.6145452)
Manshahi,,station,,,,,,,,,3902776117,nodes,POINT (87.5885898 25.4741939)
Sajha Halt,,station,,,,,,,शहजा हाल्ट,,3933513234,nodes,POINT (87.6765872 25.4772939)
Malahar,,station,,,,,,,,,3933929419,nodes,POINT (87.960914 25.3031192)
Malancha,,station,,,,,,,,,3943760618,nodes,POINT (88.6026522 25.3607822)
Rampur Bazar,,station,,,,,,,,,3943760889,nodes,POINT (88.630823 25.3442458)
Ramtek,,station,,,,,,,,,3962824636,nodes,POINT (79.2999141 21.3935847)
Buniadpur,,station,,,,,,,,,3982024704,nodes,POINT (88.40122 25.3860038)
Mahanagar,,station,,,,,,,,,3982024837,nodes,POINT (88.2518744 25.2475097)
Telibandha,,station,,,,,,,तेलीबांधा,,4025306966,nodes,POINT (81.6710617 21.2364995)
Garra,,station,,,,,,,,,4779561084,nodes,POINT (80.1470759 21.7999652)
Gaisal,,station,,,,,,bing,गाइसाल,,4937414517,nodes,POINT (88.0900047 26.1844838)
Dhumdangi,,station,,,,,,bing,धूमडांगी,,4944694403,nodes,POINT (88.2961509 26.4772848)
Munger,,station,,,,,,,,,5031332297,nodes,POINT (86.4813897 25.3771111)
Lanjigarh Road Jn,,station,,,,,,,लांजीगड़ रोड़ जंक्शन,,5036723209,nodes,POINT (83.4012857 19.9442779)
Kaladehi,,station,,,,,,,,,6130402681,nodes,POINT (79.8349335 22.8820854)
Nidhani,,station,,,,,,,,,6130404856,nodes,POINT (79.982121 22.6077911)
Basbari,,station,,,,,,,,,6148371633,nodes,POINT (89.901896 26.1911942)
Srirampur Assam,,station,,,,,,,,,6167435958,nodes,POINT (89.9048996 26.4274307)
Dewanhat,,station,,,,,,,,,6167435959,nodes,POINT (89.4826716 26.2356445)
Hirdamali,,station,,,,,,,,,6207725694,nodes,POINT (80.1976794 21.3430313)
Madwarani,,station,,,,,,,,,6210144000,nodes,POINT (82.7117032 22.16595)
Kothari Road,,station,,,,,,,,,6210144001,nodes,POINT (82.6958829 22.1295291)
Hemagir,,station,,,,,,,,,6210180352,nodes,POINT (83.7428037 21.8761448)
Harri,,station,,,,,,,,,6233095462,nodes,POINT (81.882391 22.8273099)
Sarbahara,,station,,,,,,,,,6233102789,nodes,POINT (81.9105381 22.7102387)
Venkatnagar,,station,,,,,,,,,6233150100,nodes,POINT (81.8722147 22.9236)
Karkeli,,station,,,,,,,,,6233934599,nodes,POINT (80.9210873 23.4607072)
Nowrozabad,,station,,,,,,,,,6233934834,nodes,POINT (80.979495 23.3952766)
Ghunghuti,,station,,,,,,,,,6233935068,nodes,POINT (81.1859339 23.3436694)
Badhwabara,,station,,,,,,,,,6233935069,nodes,POINT (81.2868547 23.2946437)
Singhpur,,station,,,,,,,,,6233935156,nodes,POINT (81.4079779 23.2542449)
Chhada,,station,,,,,,,,,6233935561,nodes,POINT (81.4797056 23.2325523)
Lorha,,station,,,,,,,,,6234116247,nodes,POINT (80.751695 23.5811172)
Vilayatkalan Road,,station,,,,,,,,,6234255865,nodes,POINT (80.6364861 23.701412)
Rupaund,,station,,,,,,,,,6234255866,nodes,POINT (80.5764824 23.7303696)
Baihatola,,station,,,,,,,,,6237834166,nodes,POINT (82.0505708 23.2293752)
Harrad,,station,,,,,,,,,6237834292,nodes,POINT (81.9039881 23.1612735)
Dhurwasin,,station,,,,,,,,,6237834293,nodes,POINT (81.8461597 23.1293445)
Phulwaria,,station,,,,,,,,,1348612934,nodes,POINT (84.2556732 26.4686647)
Bhandarkund,,station,,,,,,,,,8291869509,nodes,POINT (78.9184378 21.8362616)
Sikarpur Halt,,station,,,,,,,,,8291901760,nodes,POINT (78.9460341 21.9849281)
Linga,,station,,,,,,,,,8291901766,nodes,POINT (78.9372258 21.9647994)
Bisapur Kalan Halt,,station,,,,,,,,,8291901775,nodes,POINT (78.9224728 21.9135481)
Kukrakhapa,,station,,,,,,,,,8291902019,nodes,POINT (78.9087723 21.8080469)
Norla Road,,station,,,,,,MaxarPremium,नारला रोड,,8857903831,nodes,POINT (83.3732762 20.0406644)
Basantapur,,station,,,,,,,,,8999700618,nodes,POINT (85.6748028 21.5509028)
Murarpur,,station,,,,,,,,,8999700626,nodes,POINT (86.886908 25.232759)
Harichandanpur,,station,,,,,,,,,8999700629,nodes,POINT (85.7947889 21.3269269)
Sagadapata,,station,,,,,,,,,8999700633,nodes,POINT (85.9114098 21.2443028)
Jarapada,,station,,,,,,,,,8999700638,nodes,POINT (84.887597 20.885087)
Haldita Bihar,,station,,,,,,,,,8999700639,nodes,POINT (87.3589427 26.165603)
Lalbag Court Road,,station,,,,,,,,,8999700654,nodes,POINT (88.2466105 24.1754786)
Miangram,,station,,,,,,,,,8999700678,nodes,POINT (88.1706929 23.8518137)
Bamur,,station,,,,,,,,,8999700692,nodes,POINT (84.4740594 21.0066884)
Nilakantheswar,,station,,,,,,,,,9270085873,nodes,POINT (85.7981908 21.4235485)
Kajoragram,,station,,,,,,,,,9270465377,nodes,POINT (87.1856359 23.6164028)
Ambadala,,station,,,,,,,,,9523479745,nodes,POINT (83.4572209 19.8352599)
Babatpur,,station,,,,,,,,,292671750,nodes,POINT (82.8805167 25.4539658)
Buxar,,station,,,,,,,बक्सर,,312258112,nodes,POINT (83.9813329 25.5611885)
Daraganj,,station,,,,,,,दारा गंज,,312618057,nodes,POINT (81.8804985 25.4430353)
Mohiuddinnagar,,station,,,,,,,,,567146153,nodes,POINT (85.7036896 25.60653)
Kirihrapur,,station,,,,,,,,,717308013,nodes,POINT (83.7354904 26.0437528)
Bhitaura,,station,,,,,,,,,718549250,nodes,POINT (79.3065928 28.4702811)
Dighwara,,station,,,,,,,,,718579231,nodes,POINT (85.0038765 25.744143)
Damodar,,station,,,,,,,,,720609748,nodes,POINT (86.9085894 23.6509891)
Burnpur,,station,,,,,,,,,720609823,nodes,POINT (86.9394551 23.6727483)
Govindnagar,,station,,,,,,,,,746433916,nodes,POINT (82.7218664 26.8530802)
Jarwal Road,,station,,,,,,,जरवल रोड,,746433926,nodes,POINT (81.5403893 27.1206715)
Burhwal Junction,,station,,,,,,,बुढ़वल जंक्शन,,746434030,nodes,POINT (81.3896582 27.0862188)
Baruachak,,station,,,,,,,बरुआचक,,746434234,nodes,POINT (82.0498073 27.1249085)
S Narayan Chhapia,,station,,,,,,,,,746435007,nodes,POINT (82.3958273 26.9809986)
Colonelganj,,station,,,,,,bing,करनैलगंज,,746435137,nodes,POINT (81.6936621 27.137692)
Tarsarai,,station,,,,,,,,,760197854,nodes,POINT (86.013347 26.1941695)
Mokameh Junction,,station,,,,,Mokama,,,,760402787,nodes,POINT (85.9141924 25.3921141)
Shahbaz Kuli,,station,,,,,,,,,764159039,nodes,POINT (83.6749283 25.6318251)
Sham Kauria,,station,,,,,,,,,764404412,nodes,POINT (84.8341252 26.0345113)
Sasa Musa,,station,,,,,,,,,764405015,nodes,POINT (84.3590061 26.5248634)
Sitalpur,,station,,,,,,,,,768330860,nodes,POINT (85.0358288 25.7682911)
Kurasti Kalan,,station,,,,,,,,,784366885,nodes,POINT (80.7493385 25.9588526)
Tindauli,,station,,,,,,,,,784367709,nodes,POINT (78.9163445 27.1813043)
Madhonganj,,station,,,,,,,,,784367881,nodes,POINT (80.1467778 27.1217529)
Mallanwan,,station,,,,,,,,,784368092,nodes,POINT (80.1582883 27.0385683)
Chandausi Junction,,station,,,,,,,चन्दौसी जंक्शन,,784501180,nodes,POINT (78.7783211 28.4595055)
Bhandaridah,,station,,,,,,,,,795583870,nodes,POINT (86.0552489 23.756633)
Sonardih,,station,,,,,,,,,795583944,nodes,POINT (86.2639197 23.7908126)
Bandhdih,,station,,,,,,,,,795615421,nodes,POINT (86.2610913 23.671094)
Bhowrah,,station,,,,,,,,,795710007,nodes,POINT (86.4168994 23.6699413)
Sijua,,station,,,,,,,,,797047417,nodes,POINT (86.3301703 23.7900226)
Jarangdih,,station,,,,,,,,,797788661,nodes,POINT (85.9297637 23.7697606)
Barkipona,,station,,,,,,,,,797801085,nodes,POINT (85.6498092 23.5661134)
