name,name_en,railway,ele,operator_t,layer,addr_full,addr_city,source,name_hi,name_ta,osm_id,osm_type,geometry
,,rail,,,,,,,,,1314755235,ways_line,
,,rail,,,1,,,,,,1314755255,ways_line,
,,rail,,,1,,,,,,1314755257,ways_line,
,,rail,,,,,,,,,1314755258,ways_line,
,,rail,,,,,,,,,1316870401,ways_line,
,,rail,,,,,,landsat,,,61090603,ways_line,
,,rail,,,,,,,,,1316870392,ways_line,
,,rail,,,,,,landsat,,,1316870393,ways_line,
,,rail,,,,,,landsat,,,1316870394,ways_line,
,,rail,,,,,,landsat,,,1316870395,ways_line,
,,rail,,,,,,landsat,,,1316870396,ways_line,
,,rail,,,,,,landsat,,,1316870397,ways_line,
,,rail,,,1,,,landsat,,,1316870398,ways_line,
,,rail,,,,,,landsat,,,1316870399,ways_line,
,,rail,,,1,,,landsat,,,1316870400,ways_line,
,,rail,,,,,,,,,1316870402,ways_line,
DelhiâShamliâSaharanpur line,,rail,,,,,,,,,105866130,ways_line,
,,rail,,,,,,,,,183971458,ways_line,
,,rail,,,1,,,,,,183971471,ways_line,
,,rail,,,,,,,,,208529572,ways_line,
,,rail,,,1,,,,,,208550689,ways_line,
,,rail,,,,,,,,,226350460,ways_line,
,,rail,,,,,,,,,227222990,ways_line,
,,rail,,,,,,,,,674869466,ways_line,
,,rail,,,1,,,,,,911158355,ways_line,
,,rail,,,1,,,,,,1314755259,ways_line,
,,rail,,,,,,,,,1314755260,ways_line,
,,rail,,,,,,,,,1314755261,ways_line,
,,rail,,,,,,,,,1314755262,ways_line,
,,rail,,,1,,,,,,1314755263,ways_line,
,,rail,,,1,,,,,,1314755264,ways_line,
,,rail,,,1,,,,,,1314755265,ways_line,
,,rail,,,,,,,,,1314755266,ways_line,
,,rail,,,1,,,,,,1314755267,ways_line,
,,rail,,,,,,,,,1314755268,ways_line,
,,rail,,,1,,,,,,1314755269,ways_line,
,,rail,,,,,,,,,1314755270,ways_line,
,,rail,,,1,,,,,,1314755271,ways_line,
,,rail,,,,,,,,,1314755272,ways_line,
,,rail,,,1,,,,,,1314755273,ways_line,
,,rail,,,,,,,,,1314755274,ways_line,
,,rail,,,1,,,,,,1314755275,ways_line,
,,rail,,,,,,,,,1314755276,ways_line,
,,rail,,,1,,,,,,1314755277,ways_line,
,,rail,,,,,,,,,1314755278,ways_line,
,,rail,,,,,,,,,1314755279,ways_line,
,,rail,,,1,,,,,,1314755280,ways_line,
,,rail,,,,,,,,,1314755281,ways_line,
,,rail,,,1,,,,,,1314755282,ways_line,
,,rail,,,,,,,,,1314755283,ways_line,
,,rail,,,1,,,,,,1314755284,ways_line,
,,rail,,,1,,,,,,1314755285,ways_line,
,,rail,,,,,,,,,1314755286,ways_line,
,,rail,,,,,,,,,1314755287,ways_line,
,,rail,,,1,,,,,,1314755288,ways_line,
,,rail,,,,,,,,,1314755289,ways_line,
,,rail,,,1,,,,,,1314755290,ways_line,
,,rail,,,,,,,,,1314755291,ways_line,
,,rail,,,,,,,,,1314755292,ways_line,
,,rail,,,1,,,,,,1314755295,ways_line,
,,rail,,,1,,,,,,1314755297,ways_line,
,,rail,,,,,,,,,1314755298,ways_line,
,,rail,,,1,,,,,,1314755303,ways_line,
,,rail,,,1,,,,,,1314755304,ways_line,
,,rail,,,,,,,,,1314755308,ways_line,
,,rail,,,,,,,,,1314755309,ways_line,
,,rail,,,,,,,,,1314755310,ways_line,
,,rail,,,,,,,,,1314755311,ways_line,
,,rail,,,,,,,,,1314755313,ways_line,
,,rail,,,,,,,,,1314755314,ways_line,
,,rail,,,,,,,,,1314755315,ways_line,
,,rail,,,,,,,,,1314755316,ways_line,
,,rail,,,,,,,,,1314755326,ways_line,
,,rail,,,,,,,,,1314755327,ways_line,
,,rail,,,,,,,,,1314755328,ways_line,
,,rail,,,,,,,,,1314755329,ways_line,
,,rail,,,,,,,,,1314755330,ways_line,
,,rail,,,1,,,,,,1314755335,ways_line,
,,rail,,,,,,,,,1314755336,ways_line,
,,rail,,,,,,,,,1314755337,ways_line,
,,rail,,,,,,,,,1314755338,ways_line,
,,rail,,,,,,,,,1314755341,ways_line,
Aunrihar - Bhatni railway,,rail,,,,,,landsat,,,61090560,ways_line,
,,rail,,,,,,landsat,,,1316837882,ways_line,
Aunrihar - Bhatni railway,,rail,,,,,,landsat,,,1316837888,ways_line,
,,rail,,,,,,,,,677480497,ways_line,
,,rail,,,,,,,,,1306734831,ways_line,
,,rail,,,,,,,,,1306734832,ways_line,
,,rail,,,,,,,,,1306734833,ways_line,
,,rail,,,,,,,,,873451528,ways_line,
,,rail,,,,,,,,,313596529,ways_line,
,,rail,,,,,,bing,,,454913969,ways_line,
,,rail,,,,,,,,,750645625,ways_line,
,,rail,,,,,,,,,750645624,ways_line,
,,rail,,,,,,,,,750645639,ways_line,
,,rail,,,,,,,,,694637327,ways_line,
,,rail,,,,,,,,,968282871,ways_line,
,,rail,,,,,,,,,635878006,ways_line,
,,rail,,,,,,,,,398342498,ways_line,
,,rail,,,,,,,,,209442146,ways_line,
Aunrihar - Bhatni railway,,rail,,,,,,,,,1316885843,ways_line,
Aunrihar - Bhatni railway,,rail,,,,,,,,,115880717,ways_line,
Aunrihar - Bhatni railway,,rail,,,,,,,,,87755095,ways_line,
,,rail,,,,,,,,,1316885838,ways_line,
,,rail,,,,,,,,,1316885839,ways_line,
Aunrihar - Bhatni railway,,rail,,,,,,,,,1316885840,ways_line,
Aunrihar - Bhatni railway,,rail,,,1,,,,,,1316885828,ways_line,
,,rail,,,,,,,,,1316885835,ways_line,
,,rail,,,,,,,,,1316885836,ways_line,
,,rail,,,,,,,,,1316885837,ways_line,
Aunrihar - Bhatni railway,,rail,,,,,,,,,1316885841,ways_line,
Aunrihar - Bhatni railway,,rail,,,,,,,,,1316885842,ways_line,
Aunrihar - Bhatni railway,,rail,,,,,,,,,1316885844,ways_line,
Aunrihar - Bhatni railway,,rail,,,,,,,,,1316885845,ways_line,
Aunrihar - Bhatni railway,,rail,,,1,,,,,,1316885846,ways_line,
,,rail,,,,,,,,,685087782,ways_line,
,,rail,,,,,,,,,608431264,ways_line,
,,rail,,,,,,Maxar,,,801400619,ways_line,
,,rail,,,,,,,,,801400649,ways_line,
,,rail,,,,,,,,,413263703,ways_line,
,,rail,,,,,,,,,1316890618,ways_line,
,,rail,,,1,,,,,,1316890619,ways_line,
,,rail,,,1,,,,,,1316890620,ways_line,
Howrah - Chennai Main Line,,rail,,,1,,,,,,245119551,ways_line,
,,rail,,,,,,,,,247591261,ways_line,
,,rail,,,1,,,,,,247591256,ways_line,
,,rail,,,,,,,,,317684550,ways_line,
,,rail,,,1,,,,,,519671087,ways_line,
,,rail,,,,,,,,,519671093,ways_line,
,,rail,,,1,,,,,,824669707,ways_line,
,,rail,,,,,,,,,824669708,ways_line,
,,rail,,,,,,,,,824669709,ways_line,
,,rail,,,1,,,,,,824669710,ways_line,
,,rail,,,,,,,,,1316890621,ways_line,
,,rail,,,,,,,,,1316890622,ways_line,
,,rail,,,1,,,,,,1316890623,ways_line,
,,rail,,,1,,,,,,1316890624,ways_line,
,,rail,,,,,,,,,1316890625,ways_line,
,,rail,,,1,,,,,,1316890626,ways_line,
,,rail,,,,,,,,,1316890627,ways_line,
,,rail,,,,,,,,,1279406305,ways_line,
,,rail,,,,,,,,,1279406306,ways_line,
Prayagraj - Jaunpur railway,,rail,,,,,,,,,415081170,ways_line,
,,rail,,,1,,,,,,1316890628,ways_line,
,,rail,,,,,,,,,208550682,ways_line,
Howrah - Chennai Main Line,,rail,,,1,,,,,,245119557,ways_line,
Prayagraj - Jaunpur railway,,rail,,,,,,,,,1316893372,ways_line,
Prayagraj - Jaunpur railway,,rail,,,1,,,,,,1316893373,ways_line,
Howrah - Chennai Main Line,,rail,,,,,,,,,245119542,ways_line,
Howrah - Chennai Main Line,,rail,,,,,,,,,245119546,ways_line,
Howrah - Chennai Main Line,,rail,,,,,,,,,1316898241,ways_line,
Howrah - Chennai Main Line,,rail,,,1,,,,,,1316898242,ways_line,
Howrah - Chennai Main Line,,rail,,,1,,,,,,1316898243,ways_line,
Howrah - Chennai Main Line,,rail,,,,,,,,,1316898244,ways_line,
,,rail,,,,,,,,,684988499,ways_line,
,,rail,,,,,,,,,684806447,ways_line,
,,rail,,,,,,,,,684806456,ways_line,
,,rail,,,,,,,,,684806457,ways_line,
,,rail,,,,,,,,,116619722,ways_line,
,,rail,,,,,,,,,116619720,ways_line,
Mumbai - Delhi Railway,,rail,,,,,,,,,28939050,ways_line,
,,rail,,,,,,,,,141200056,ways_line,
Vasai Road-Roha Line,,rail,,,,,,,,,583731443,ways_line,
,,rail,,,,,,,,,684641284,ways_line,
,,rail,,,,,,,,,131450211,ways_line,
,,rail,,,,,,,,,1305175447,ways_line,
,,rail,,,,,,,,,1305175448,ways_line,
,,rail,,,,,,gps,,,57901861,ways_line,
,,rail,,,,,,gps,,,488344634,ways_line,
,,rail,,,,,,,,,1305175418,ways_line,
,,rail,,,,,,,,,1305175424,ways_line,
,,rail,,,,,,,,,1305175431,ways_line,
Bilaspur - Katni Line,,rail,,,,,,landsat,,,244867886,ways_line,
,,rail,,,,,,,,,814570245,ways_line,
,,rail,,,1,,,,,,1313385893,ways_line,
,,rail,,,,,,,,,660875654,ways_line,
,,rail,,,,,,,,,311693529,ways_line,
Bhandai - Etawah,,rail,,,,,,,,,814570247,ways_line,
,,rail,,,1,,,,,,814585260,ways_line,
,,rail,,,1,,,,,,814585261,ways_line,
,,rail,,,,,,,,,837345432,ways_line,
,,rail,,,,,,,,,1313385887,ways_line,
,,rail,,,,,,,,,1313385888,ways_line,
,,rail,,,,,,,,,1313385906,ways_line,
,,rail,,,,,,,,,1313385908,ways_line,
,,rail,,,,,,,,,1313385915,ways_line,
Bhandai - Etawah,,rail,,,,,,,,,659494617,ways_line,
,,rail,,,,,,,,,1313385885,ways_line,
,,rail,,,,,,,,,1313385886,ways_line,
,,rail,,,,,,,,,1313385889,ways_line,
,,rail,,,,,,,,,1313385890,ways_line,
,,rail,,,,,,,,,1313385891,ways_line,
,,rail,,,,,,,,,1313385892,ways_line,
,,rail,,,,,,,,,1313385901,ways_line,
,,rail,,,,,,,,,1313385902,ways_line,
,,rail,,,,,,,,,1313385914,ways_line,
,,rail,,,,,,,,,1313387875,ways_line,
,,rail,,,1,,,,,,417791721,ways_line,
,,rail,,,,,,,,,116748710,ways_line,
,,rail,,,1,,,,,,417791706,ways_line,
,,rail,,,,,,,,,417791710,ways_line,
,,rail,,,,,,,,,417791717,ways_line,
,,rail,,,,,,,,,1313385894,ways_line,
,,rail,,,,,,,,,1313385905,ways_line,
,,rail,,,,,,,,,1313387876,ways_line,
,,rail,,,,,,,,,1313387877,ways_line,
,,rail,,,1,,,,,,1313387878,ways_line,
,,rail,,,,,,,,,1313387879,ways_line,
,,rail,,,,,,,,,908973386,ways_line,
,,rail,,,,,,,,,207438722,ways_line,
,,rail,,,,,,,,,908970508,ways_line,
,,rail,,,,,,,,,1314489786,ways_line,
,,rail,,,1,,,landsat,,,908912215,ways_line,
,,rail,,,,,,,,,908912222,ways_line,
,,rail,,,,,,,,,908912223,ways_line,
,,rail,,,,,,,,,808030753,ways_line,
Dedicated Freight Corridor,,rail,,,,,,,,,808936575,ways_line,
Western Dedicated Freight Corridor,,rail,,,1,,,,,,809041318,ways_line,
,,rail,,,,,,,,,809144131,ways_line,
,,rail,,,1,,,,,,809144132,ways_line,
Western Dedicated Freight Corridor,,rail,,,,,,,,,1096330098,ways_line,
,,rail,,,,,,,,,1096330100,ways_line,
,,rail,,,,,,,,,1096331205,ways_line,
,,rail,,,,,,,,,908861709,ways_line,
,,rail,,,,,,,,,908861713,ways_line,
,,rail,,,,,,,,,908861730,ways_line,
,,rail,,,1,,,,,,908861736,ways_line,
,,rail,,,,,,,,,908789946,ways_line,
,,rail,,,,,,,,,908789963,ways_line,
,,rail,,,,,,,,,908789970,ways_line,
,,rail,,,,,,landsat,,,817723588,ways_line,
,,rail,,,,,,,,,1096260535,ways_line,
,,rail,,,,,,,,,1096260536,ways_line,
,,rail,,,,,,,,,1096251901,ways_line,
,,rail,,,,,,,,,1096251902,ways_line,
,,rail,,,,,,,,,208550684,ways_line,
,,rail,,,,,,,,,760592537,ways_line,
,,rail,,,,,,landsat,,,1189375638,ways_line,
,,rail,,,,,,,,,208550691,ways_line,
,,rail,,,,,,,,,897844929,ways_line,
,,rail,,,1,,,,,,897844930,ways_line,
,,rail,,,,,,,,,1096186432,ways_line,
,,rail,,,,,,landsat,,,307091475,ways_line,
,,rail,,,,,,landsat,,,1096164093,ways_line,
,,rail,,,1,,,landsat,,,1096164094,ways_line,
,,rail,,,1,,,landsat,,,1096164098,ways_line,
,,rail,,,1,,,,,,1096083324,ways_line,
,,rail,,,1,,,,,,1096083325,ways_line,
,,rail,,,1,,,,,,1096083327,ways_line,
,,rail,,,1,,,,,,1096083329,ways_line,
,,rail,,,,,,,,,1096086464,ways_line,
,,rail,,,,,,,,,1096107387,ways_line,
,,rail,,,,,,,,,208550690,ways_line,
Bilaspur - Uslapur Bypass,,rail,,,,,,,,,1096054501,ways_line,
Bilaspur - Uslapur Bypass,,rail,,,,,,,,,1096054498,ways_line,
,,rail,,,,,,,,,1096054499,ways_line,
,,rail,,,1,,,,,,1096054500,ways_line,
,,rail,,,,,,,,,383845337,ways_line,
,,rail,,,,,,,,,52153085,ways_line,
,,rail,,,,,,,,,77366994,ways_line,
,,rail,,,,,,landsat;sri,,,277808157,ways_line,
,,rail,,,,,,BING,,,376101111,ways_line,
,,rail,,,,,,,,,626667466,ways_line,
,,rail,,,,,,,,,809674582,ways_line,
,,rail,,,,,,,,,809946219,ways_line,
,,rail,,,,,,,,,809946222,ways_line,
,,rail,,,,,,,,,810424743,ways_line,
,,rail,,,,,,,,,818320451,ways_line,
,,rail,,,,,,,,,819820883,ways_line,
Howrah - Delhi Railway,,rail,,,,,,,,,922460952,ways_line,
